
[[793.5515557, 915.5778449, 296.106382, -16.39998783, 258.1879878, -541.9883724, -115.4654657, -11.07670584, 305.7636353, 429.70229, 861.5296273, 559.82291, -142.5872036, -442.3760701, -411.2364723, 480.6182604, 80.27188344, 11.32695089, -207.7237212, -95.84712993, -336.9092961, -444.0448716, 759.98923, -251.7071544, 292.423683, -201.6194332, 375.431976, -931.3079344, 218.2571824, 999.5557612, 383.6469088, -591.8847319, -283.563141, 589.7033374, -904.7091237, -750.0528124, -348.9290474, -728.4753991, 321.6405424, -373.8357219, 214.700372, 826.7675631, 259.9805437, 510.4702988, -770.1445183, -269.4679653, -772.045455, -284.3349869, 924.3394303, 438.4228041, ],
[-858.1684081, -396.5835527, 564.7661838, 324.5404099, 230.5445212, 330.5621037, 326.2541491, 860.7260647, -665.6521616, -443.5368756, -320.8507493, -810.2103809, -859.2138162, -74.84578446, -969.0453195, -833.8299438, 195.0819118, 363.9037826, 57.96679348, -656.6754906, -323.155772, 736.594252, -897.5140139, -66.00610215, 305.4467539, 18.12504477, -829.2975629, -950.5252996, -54.73155059, 821.3831618, -636.674984, -7.781606146, 711.5491092, 966.649348, 692.9923601, -831.9076873, -664.3994811, 198.2285139, 91.72229556, -458.1229093, -514.0685998, 206.1376352, -418.9858098, 515.7307671, -749.6338355, -742.9419905, 951.6279969, 935.0821101, 81.40180656, 568.9140314, ],
[-576.7907147, 617.9710533, -167.0411095, 571.4913052, 437.9261911, 755.8584351, 707.9765035, 493.1862032, -885.1923999, -6.613002222, 404.4918449, -603.2986627, -201.982482, -493.2831516, -530.5894778, 105.1710328, 943.7730217, 848.911722, -116.3761073, -448.2323218, -8.349503222, -611.8038321, 433.6921617, 531.7616765, 38.27909089, 725.3379907, 661.1519359, -920.2425556, 498.1681318, 125.5386138, -681.5823915, -705.7502852, -81.35938665, -452.9268561, 797.687167, -638.5167712, -860.8286253, 438.793207, 842.9835949, -472.0144357, 258.7290122, -271.2106045, -686.085741, -467.1985702, -832.4886266, 423.4119676, -583.3769979, -900.6376988, 993.1275324, 578.9264401, ],
[-732.0511905, 226.2252553, -573.155677, -438.0442364, -481.71631, -166.7150931, -850.3441532, -241.2129568, -399.8496688, 748.6802998, -543.2989274, -930.140204, 560.3902225, 550.0745125, 10.03966465, -120.9796577, 507.9126974, 325.920194, 819.4334224, -392.3420398, -739.6793222, -812.5395773, 313.025981, 779.0159307, -515.0202234, 233.1977994, 341.6282089, -743.2142383, 900.3011552, 185.1625879, 335.6831426, -239.2226102, 355.4475979, -232.8384647, 308.2725509, 850.9498301, 247.1649087, -644.2840255, 943.738648, 93.64574514, 705.5953028, -588.4294474, 604.4680998, 273.0740829, 690.7436605, -440.3142515, -535.5148672, -435.6498773, -723.2176614, -288.1305525, ],
[744.1614839, -402.4481663, 124.9963318, -539.9728475, 514.4218882, 212.3785462, 62.67730093, -679.6416402, -246.4165969, 769.6682214, -320.8139599, -906.5982489, -1.879758857, 175.8875747, -714.3450082, -376.1093243, -759.0214888, -632.2232564, -603.5155711, -997.0531125, -159.0350448, 456.1756873, 613.886512, 895.7510729, 737.1831607, -739.9908201, -249.0047242, -351.4382185, 82.4300325, 549.8028701, 500.8967088, 223.7610185, -641.1025939, 928.6881956, 317.8587222, -736.2447489, 172.2835573, 693.2375257, -267.8230304, -26.35465895, -413.1822363, 732.0019918, -74.54216326, 58.51011672, -665.7287497, 99.48759703, 589.186122, 533.6378155, -94.83567716, 945.2262926, ],
[578.6648538, 119.5775578, -191.8943502, 818.1413923, -446.124952, -88.38778365, -329.7259101, -536.9377976, 208.853383, 865.1977928, 882.3045868, 552.2112883, -270.8352049, -586.7544299, 446.3735654, 232.7258989, 457.6661977, 388.5976494, -714.4675518, 484.5740757, 817.3033751, 607.4229527, -490.9508112, 266.2024437, -372.5704243, 895.7077528, 338.5042401, 446.1254188, -709.0981749, -275.7744614, 606.0891674, 595.5515805, 134.2786398, 628.4035854, 633.5752634, -993.1869384, -338.5285734, 98.21213972, 670.2033287, -152.9420912, -932.4222577, 417.7813059, 129.6273312, 656.5644478, -684.7318836, -144.9481826, -904.8552148, 189.7422993, 228.3366716, 278.7891, ],
[-53.96852907, 951.7709025, 203.2699587, -900.221662, -295.7693032, 625.4263833, 180.1710666, -343.500228, -756.5609727, -143.6098941, 272.4256121, 202.7154219, -472.5437782, -717.9646448, -956.8710643, 707.0317004, -94.50347818, 414.1856637, 930.8401588, -714.7197816, -191.8289865, 652.9627659, -754.3844466, 285.5039214, -688.2929042, 818.8584643, -977.6888955, 117.1804765, 949.9093095, 580.0310696, -967.0366851, -684.1899139, 571.6364494, 712.1944194, 424.4776993, 251.0956533, 115.7504785, 971.8994695, -707.5169253, -907.9583256, 152.5439915, -328.7399012, 402.111692, -191.8388405, -803.7260095, 967.7700867, 70.5525346, 658.1962872, 608.3592018, 50.6481031, ],
[67.66450776, 88.86796674, 600.8283868, -396.7000289, -771.8029756, -187.4169899, 748.5380814, -303.5918395, 69.72822755, -592.823228, 808.2383789, -127.7818916, -808.9863475, 756.345164, 195.1841409, 47.65894675, 831.2907979, -922.9278469, 846.3532077, 486.1531827, 865.7885519, 958.7806768, -367.572237, 899.4330613, -837.1147877, 543.9563746, 673.7230307, -45.96123929, 471.7965319, -683.111013, 123.7708781, 495.4982859, 829.9968824, 641.8702114, 471.9725911, 725.3909544, 81.85261698, -836.8105654, -566.5638967, 803.5942055, 937.6296462, 923.9164093, 410.6473849, 709.3980754, -276.0036589, -195.31436, -691.8023305, -792.0346896, -304.245186, -708.0425437, ],
[204.876268, 573.8775803, 203.172606, 45.89550217, -332.5772203, -297.6511537, -249.4800442, -543.6418414, -995.7543673, 232.7294151, 622.7221295, -163.0378784, -177.3107198, 243.921662, -176.6626765, 672.1615878, -643.5855061, 719.4008287, 505.9353254, 744.720964, -125.6459424, -107.4908945, 788.9423062, -755.3897553, -908.4327688, -8.590343397, 605.4991556, -918.8111857, 981.7731478, 99.90887268, 85.40704934, 990.2274095, -793.3008323, 765.8846877, 397.3641655, -78.51470075, -193.7701168, 977.2154752, 623.0084064, -254.0832415, -962.8354738, 963.0859084, -171.8067435, 283.0629499, -365.0157135, 868.2161323, -897.7338817, 842.7414103, -658.3596758, -283.9199739, ],
[734.1193777, 723.3357351, -884.0646253, 211.25373, 140.9924257, 881.9123155, -442.8173895, -44.19833158, -491.7817626, -227.8014506, 317.6074426, 223.6133407, 678.1707361, 677.9441965, -758.2396201, -728.4239845, -905.5197288, -6.288729308, 621.1667939, 524.9408215, 443.8036966, -595.9847268, 722.306867, -39.66838243, 493.226497, -857.3031156, 900.4148775, 639.8275123, -141.4520816, -582.526751, -832.0061964, 891.0491127, -384.2142131, -400.1280014, -336.6270523, 913.8352859, 837.5824506, -625.3464675, 748.6211427, -895.5732175, 556.442704, 751.1569618, 360.4560359, -324.7777121, -936.6929411, 779.4177688, -613.3563421, -731.3628382, -766.6720609, 615.2876868, ],
